Recency,Frequency,Monetary,Member_number,Category,Cluster,Customer_Segment,cluster
3503,8,76.95,2602,Fresh Food,1,Regular Fresh Food Customers,0
3517,11,50.34,2603,Dairy,1,Regular Dairy Customers,0
3527,11,109.5,2604,Fresh Food,1,Regular Fresh Food Customers,0
3445,6,50.49,2605,Fresh Food,3,New Fresh Food Customers,0
3408,13,137.15,2606,Fresh Food,1,Regular Fresh Food Customers,0
3919,6,71.2,2607,Beverages,0,Loyal Beverages Buyers,0
3385,21,132.39,2608,Dairy,2,Lost Dairy Customers,0
3414,9,86.12,2609,Beverages,1,Regular Beverages Customers,0
3455,10,85.1,2610,Fresh Food,1,Regular Fresh Food Customers,0
3457,19,158.98,2611,Fresh Food,2,Lost Fresh Food Customers,0
3403,14,123.12,2612,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3517,13,161.3,2613,Dairy,1,Regular Dairy Customers,0
3504,9,105.55,2614,Dairy,4,Occasional Dairy Buyers,0
3501,8,88.6,2615,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3386,19,136.09,2616,Fresh Food,2,Lost Fresh Food Customers,0
3446,15,143.66,2617,Dairy,1,Regular Dairy Customers,0
3532,10,120.1,2618,Beverages,1,Regular Beverages Customers,0
3601,12,62.4,2619,Dairy,4,Occasional Dairy Buyers,0
3506,23,227.36,2620,Fresh Food,2,Lost Fresh Food Customers,0
3451,12,149.1,2621,Fresh Food,1,Regular Fresh Food Customers,0
3422,8,96.5,2622,Fresh Food,1,Regular Fresh Food Customers,0
3391,10,47.7,2623,Dairy,1,Regular Dairy Customers,0
3552,8,33.4,2624,Fresh Food,3,New Fresh Food Customers,0
3801,5,55.1,2625,Fresh Food,0,Loyal Fresh Food Buyers,0
3466,10,53.73,2626,Dairy,1,Regular Dairy Customers,0
3500,11,67.45,2627,Beverages,1,Regular Beverages Customers,0
3396,9,119.8,2628,Fresh Food,1,Regular Fresh Food Customers,0
3633,3,8.4,2629,Dairy,0,Loyal Dairy Buyers,0
3625,12,147.68,2630,Beverages,4,Occasional Beverages Buyers,0
3575,12,83.5,2631,Fresh Food,4,Occasional Fresh Food Buyers,0
3471,12,82.1,2632,Fresh Food,1,Regular Fresh Food Customers,0
3492,11,62.8,2633,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3786,2,15.3,2634,Fresh Food,0,Loyal Fresh Food Buyers,0
3565,4,27.75,2635,Fresh Food,3,New Fresh Food Customers,0
3496,7,25.2,2636,Dairy,3,New Dairy Customers,0
3443,21,191.84,2637,Dairy,2,Lost Dairy Customers,0
3508,8,31.3,2638,Fresh Food,3,New Fresh Food Customers,0
3553,4,26.85,2639,Fresh Food,3,New Fresh Food Customers,0
3388,8,38.82,2640,Fresh Food,3,New Fresh Food Customers,0
3711,8,93.6,2641,Beverages,0,Loyal Beverages Buyers,0
3949,4,7.65,2642,Fresh Food,0,Loyal Fresh Food Buyers,0
3611,7,18.7,2643,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3428,9,70.4,2644,Beverages,1,Regular Beverages Customers,0
3592,10,70.1,2645,Beverages,4,Occasional Beverages Buyers,0
3451,18,140.4,2646,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3594,8,33.9,2648,Fresh Food,0,Loyal Fresh Food Buyers,0
3557,10,104.02,2649,Dairy,1,Regular Dairy Customers,0
3894,6,28.2,2650,Fresh Food,0,Loyal Fresh Food Buyers,0
3669,2,3.9,2651,Fresh Food,0,Loyal Fresh Food Buyers,0
3397,6,76.8,2652,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3844,4,33.9,2653,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3596,6,49.5,2654,Fresh Food,0,Loyal Fresh Food Buyers,0
3603,13,143.8,2655,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3426,13,102.35,2656,Household & Hygiene,1,Regular Household & Hygiene Customers,0
3409,8,49.94,2657,Beverages,3,New Beverages Customers,0
3534,8,71.25,2658,Dairy,3,New Dairy Customers,0
3801,9,60.22,2659,Fresh Food,0,Loyal Fresh Food Buyers,0
3402,21,209.02,2660,Fresh Food,2,Lost Fresh Food Customers,0
3890,4,12.0,2661,Fresh Food,0,Loyal Fresh Food Buyers,0
3494,5,21.0,2662,Fresh Food,3,New Fresh Food Customers,0
3410,9,80.7,2663,Fresh Food,1,Regular Fresh Food Customers,0
3411,12,72.1,2664,Fresh Food,1,Regular Fresh Food Customers,0
3396,33,229.58,2665,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3378,10,35.2,2666,Dairy,1,Regular Dairy Customers,0
3524,7,25.6,2667,Fresh Food,3,New Fresh Food Customers,0
3968,2,65.2,2668,Dairy,0,Loyal Dairy Buyers,0
3417,16,139.1,2669,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3508,4,60.86,2670,Fresh Food,3,New Fresh Food Customers,0
3616,17,132.5,2671,Dairy,4,Occasional Dairy Buyers,0
3400,12,89.3,2672,Fresh Food,1,Regular Fresh Food Customers,0
3504,13,96.44,2673,Dairy,1,Regular Dairy Customers,0
3429,13,112.9,2674,Fresh Food,1,Regular Fresh Food Customers,0
3687,5,32.6,2675,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3456,11,87.7,2676,Fresh Food,1,Regular Fresh Food Customers,0
3674,9,134.98,2677,Dairy,4,Occasional Dairy Buyers,0
3605,6,56.1,2678,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3741,9,99.5,2679,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3509,27,222.36,2680,Fresh Food,2,Lost Fresh Food Customers,0
3745,6,36.5,2681,Fresh Food,0,Loyal Fresh Food Buyers,0
3720,6,61.3,2682,Fresh Food,0,Loyal Fresh Food Buyers,0
3471,6,43.9,2683,Beverages,3,New Beverages Customers,0
3406,10,80.7,2684,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3567,18,88.55,2685,Dairy,4,Occasional Dairy Buyers,0
3495,13,101.4,2686,Dairy,1,Regular Dairy Customers,0
3491,8,42.62,2687,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3416,15,64.76,2688,Dairy,1,Regular Dairy Customers,0
3473,21,245.1,2689,Dairy,2,Lost Dairy Customers,0
3510,11,71.4,2690,Fresh Food,1,Regular Fresh Food Customers,0
3564,13,189.9,2691,Fresh Food,2,Lost Fresh Food Customers,0
3428,12,70.8,2692,Dairy,1,Regular Dairy Customers,0
3579,9,88.4,2693,Beverages,4,Occasional Beverages Buyers,0
3430,9,160.12,2694,Fresh Food,1,Regular Fresh Food Customers,0
3585,9,43.5,2695,Fresh Food,3,New Fresh Food Customers,0
3462,16,239.91,2696,Dairy,2,Lost Dairy Customers,0
3684,11,125.15,2697,Fresh Food,4,Occasional Fresh Food Buyers,0
3729,3,55.4,2698,Dairy,0,Loyal Dairy Buyers,0
3752,2,7.3,2699,Dairy,0,Loyal Dairy Buyers,0
3472,8,58.72,2700,Dairy,3,New Dairy Customers,0
3411,8,87.6,2701,Dairy,1,Regular Dairy Customers,0
3391,12,144.7,2702,Fresh Food,1,Regular Fresh Food Customers,0
3442,15,86.0,2703,Fresh Food,1,Regular Fresh Food Customers,0
3543,17,214.9,2704,Beverages,2,Lost Beverages Customers,0
4050,2,7.9,2705,Fresh Food,0,Loyal Fresh Food Buyers,0
3405,12,89.9,2706,Fresh Food,1,Regular Fresh Food Customers,0
3428,15,161.05,2707,Dairy,1,Regular Dairy Customers,0
4052,2,3.7,2708,Beverages,0,Loyal Beverages Buyers,0
3476,7,55.3,2709,Dairy,3,New Dairy Customers,0
3708,18,135.34,2710,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3569,23,148.0,2711,Dairy,2,Lost Dairy Customers,0
3577,9,63.5,2712,Fresh Food,4,Occasional Fresh Food Buyers,0
3879,9,115.2,2713,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3611,13,119.9,2714,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3475,9,53.95,2715,Fresh Food,3,New Fresh Food Customers,0
3695,2,25.8,2716,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3457,11,97.92,2717,Beverages,1,Regular Beverages Customers,0
3441,13,104.1,2718,Fresh Food,1,Regular Fresh Food Customers,0
3658,4,31.2,2719,Fresh Food,0,Loyal Fresh Food Buyers,0
3896,4,35.1,2720,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3523,18,107.42,2721,Dairy,1,Regular Dairy Customers,0
3412,11,122.4,2722,Fresh Food,1,Regular Fresh Food Customers,0
3725,8,44.3,2723,Fresh Food,0,Loyal Fresh Food Buyers,0
3585,2,9.0,2724,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3483,14,92.4,2725,Dairy,1,Regular Dairy Customers,0
3495,6,67.36,2726,Dairy,3,New Dairy Customers,0
3793,6,91.8,2727,Fresh Food,0,Loyal Fresh Food Buyers,0
3703,6,35.8,2728,Dairy,0,Loyal Dairy Buyers,0
3446,9,45.4,2729,Fresh Food,1,Regular Fresh Food Customers,0
3454,4,64.4,2730,Fresh Food,3,New Fresh Food Customers,0
3385,19,142.05,2731,Dairy,2,Lost Dairy Customers,0
3570,9,116.32,2732,Fresh Food,4,Occasional Fresh Food Buyers,0
3846,6,31.1,2733,Dairy,0,Loyal Dairy Buyers,0
3502,7,86.6,2734,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3443,6,49.5,2735,Fresh Food,3,New Fresh Food Customers,0
3512,10,76.0,2736,Fresh Food,1,Regular Fresh Food Customers,0
3659,9,139.9,2737,Fresh Food,4,Occasional Fresh Food Buyers,0
3615,5,51.2,2738,Fresh Food,0,Loyal Fresh Food Buyers,0
3567,21,79.6,2739,Fresh Food,4,Occasional Fresh Food Buyers,0
3425,20,150.65,2740,Dairy,2,Lost Dairy Customers,0
3724,5,54.1,2741,Fresh Food,0,Loyal Fresh Food Buyers,0
3540,13,121.64,2742,Beverages,4,Occasional Beverages Buyers,0
3484,9,52.6,2743,Fresh Food,3,New Fresh Food Customers,0
3390,9,57.7,2744,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3744,14,112.0,2745,Fresh Food,4,Occasional Fresh Food Buyers,0
3391,14,118.6,2746,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3563,10,138.8,2747,Dairy,1,Regular Dairy Customers,0
3900,6,32.5,2748,Beverages,0,Loyal Beverages Buyers,0
3739,17,171.1,2749,Fresh Food,4,Occasional Fresh Food Buyers,0
3474,19,221.47,2750,Fresh Food,2,Lost Fresh Food Customers,0
3763,2,7.9,2751,Fresh Food,0,Loyal Fresh Food Buyers,0
3699,2,5.4,2752,Fresh Food,0,Loyal Fresh Food Buyers,0
4080,2,29.14,2753,Dairy,0,Loyal Dairy Buyers,0
3990,2,27.24,2754,Dairy,0,Loyal Dairy Buyers,0
3435,17,169.73,2755,Dairy,2,Lost Dairy Customers,0
3576,9,49.4,2756,Beverages,3,New Beverages Customers,0
3528,8,117.2,2757,Fresh Food,4,Occasional Fresh Food Buyers,0
3451,23,214.05,2758,Dairy,2,Lost Dairy Customers,0
3455,12,75.55,2759,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3544,15,170.96,2760,Fresh Food,4,Occasional Fresh Food Buyers,0
3969,5,17.76,2761,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3483,21,120.05,2762,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3402,6,24.7,2763,Dairy,3,New Dairy Customers,0
3610,5,63.6,2764,Dairy,0,Loyal Dairy Buyers,0
3394,6,59.1,2765,Fresh Food,3,New Fresh Food Customers,0
3851,9,75.0,2766,Fresh Food,0,Loyal Fresh Food Buyers,0
3533,10,57.22,2767,Fresh Food,1,Regular Fresh Food Customers,0
3542,17,136.38,2768,Fresh Food,2,Lost Fresh Food Customers,0
3455,9,96.6,2769,Beverages,1,Regular Beverages Customers,0
3452,9,131.8,2770,Beverages,1,Regular Beverages Customers,0
3482,16,136.6,2771,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3480,2,17.4,2772,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3714,12,99.97,2773,Pantry Staples,4,Occasional Pantry Staples Buyers,0
3405,11,158.1,2774,Dairy,1,Regular Dairy Customers,0
3420,14,87.12,2775,Fresh Food,1,Regular Fresh Food Customers,0
3758,12,89.01,2776,Dairy,4,Occasional Dairy Buyers,0
3496,8,81.5,2777,Dairy,1,Regular Dairy Customers,0
3612,7,57.5,2778,Fresh Food,0,Loyal Fresh Food Buyers,0
3651,7,30.1,2779,Dairy,0,Loyal Dairy Buyers,0
3557,6,75.7,2780,Fresh Food,3,New Fresh Food Customers,0
3664,7,37.62,2781,Dairy,0,Loyal Dairy Buyers,0
3406,18,193.5,2782,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3650,13,154.6,2783,Fresh Food,4,Occasional Fresh Food Buyers,0
3434,14,87.4,2784,Fresh Food,1,Regular Fresh Food Customers,0
3656,2,4.0,2785,Fresh Food,0,Loyal Fresh Food Buyers,0
3469,4,58.3,2786,Fresh Food,3,New Fresh Food Customers,0
3617,7,51.27,2787,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3554,9,57.85,2788,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3420,21,168.55,2789,Dairy,2,Lost Dairy Customers,0
3578,14,122.92,2790,Fresh Food,4,Occasional Fresh Food Buyers,0
3396,15,110.5,2791,Fresh Food,1,Regular Fresh Food Customers,0
3554,10,75.7,2792,Fresh Food,4,Occasional Fresh Food Buyers,0
3511,5,82.35,2794,Dairy,3,New Dairy Customers,0
3529,8,62.4,2795,Beverages,3,New Beverages Customers,0
3662,4,20.2,2796,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3530,7,34.1,2797,Fresh Food,3,New Fresh Food Customers,0
3415,30,301.33,2798,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3907,2,7.8,2799,Fresh Food,0,Loyal Fresh Food Buyers,0
3466,6,33.5,2800,Fresh Food,3,New Fresh Food Customers,0
3482,16,187.4,2801,Fresh Food,2,Lost Fresh Food Customers,0
3533,16,133.0,2802,Dairy,2,Lost Dairy Customers,0
3405,17,191.05,2803,Dairy,2,Lost Dairy Customers,0
3645,13,132.05,2804,Beverages,4,Occasional Beverages Buyers,0
3450,12,94.85,2805,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3464,4,19.5,2806,Beverages,3,New Beverages Customers,0
3645,5,69.8,2807,Dairy,0,Loyal Dairy Buyers,0
3454,5,32.4,2808,Fresh Food,3,New Fresh Food Customers,0
3420,10,50.0,2809,Fresh Food,1,Regular Fresh Food Customers,0
3840,3,18.44,2810,Fresh Food,0,Loyal Fresh Food Buyers,0
3395,4,38.42,2811,Fresh Food,3,New Fresh Food Customers,0
3750,5,13.8,2812,Dairy,0,Loyal Dairy Buyers,0
3443,9,31.1,2813,Fresh Food,3,New Fresh Food Customers,0
3416,13,119.49,2814,Fresh Food,1,Regular Fresh Food Customers,0
3541,5,46.0,2815,Fresh Food,3,New Fresh Food Customers,0
3637,11,56.34,2816,Fresh Food,4,Occasional Fresh Food Buyers,0
3395,12,92.9,2817,Beverages,1,Regular Beverages Customers,0
3942,10,63.45,2818,Fresh Food,0,Loyal Fresh Food Buyers,0
3507,13,52.5,2820,Fresh Food,1,Regular Fresh Food Customers,0
3384,16,80.2,2822,Household & Hygiene,1,Regular Household & Hygiene Customers,0
3388,14,122.64,2823,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3773,4,34.7,2824,Fresh Food,0,Loyal Fresh Food Buyers,0
3409,7,80.4,2825,Fresh Food,1,Regular Fresh Food Customers,0
3463,19,125.4,2826,Fresh Food,2,Lost Fresh Food Customers,0
3611,8,137.0,2827,Fresh Food,4,Occasional Fresh Food Buyers,0
3572,16,74.59,2828,Dairy,1,Regular Dairy Customers,0
3575,4,21.6,2829,Fresh Food,3,New Fresh Food Customers,0
3444,8,87.7,2830,Fresh Food,1,Regular Fresh Food Customers,0
3551,4,32.3,2831,Beverages,3,New Beverages Customers,0
3702,16,180.86,2832,Fresh Food,4,Occasional Fresh Food Buyers,0
3390,13,122.74,2833,Fresh Food,1,Regular Fresh Food Customers,0
3507,16,122.04,2834,Dairy,2,Lost Dairy Customers,0
3736,7,60.6,2835,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3662,12,90.42,2836,Dairy,4,Occasional Dairy Buyers,0
3734,6,33.82,2837,Beverages,0,Loyal Beverages Buyers,0
3469,31,192.63,2838,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3465,6,49.5,2839,Fresh Food,3,New Fresh Food Customers,0
3486,13,102.14,2840,Dairy,1,Regular Dairy Customers,0
3569,13,232.92,2841,Frozen & Processed Food,2,Lost Frozen & Processed Food Customers,0
3462,10,99.2,2842,Fresh Food,1,Regular Fresh Food Customers,0
3612,11,170.9,2843,Fresh Food,1,Regular Fresh Food Customers,0
3797,8,60.4,2844,Fresh Food,0,Loyal Fresh Food Buyers,0
3502,17,200.25,2845,Dairy,2,Lost Dairy Customers,0
3715,8,48.74,2846,Frozen & Processed Food,0,Loyal Frozen & Processed Food Buyers,0
3440,14,85.4,2847,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3658,8,63.72,2848,Fresh Food,0,Loyal Fresh Food Buyers,0
3510,18,159.42,2849,Fresh Food,2,Lost Fresh Food Customers,0
3399,9,61.5,2850,Fresh Food,1,Regular Fresh Food Customers,0
3473,10,72.12,2851,Beverages,1,Regular Beverages Customers,0
3432,9,37.74,2852,Fresh Food,3,New Fresh Food Customers,0
3549,8,76.0,2853,Fresh Food,3,New Fresh Food Customers,0
3675,13,118.1,2854,Fresh Food,4,Occasional Fresh Food Buyers,0
3980,2,12.1,2855,Fresh Food,0,Loyal Fresh Food Buyers,0
3771,4,19.62,2856,Fresh Food,0,Loyal Fresh Food Buyers,0
3621,11,63.36,2857,Fresh Food,4,Occasional Fresh Food Buyers,0
3559,8,86.2,2858,Fresh Food,4,Occasional Fresh Food Buyers,0
3889,4,57.15,2859,Fresh Food,0,Loyal Fresh Food Buyers,0
3419,10,101.1,2860,Fresh Food,1,Regular Fresh Food Customers,0
3530,16,189.62,2861,Dairy,2,Lost Dairy Customers,0
3701,5,48.89,2862,Beverages,0,Loyal Beverages Buyers,0
3674,4,48.2,2863,Fresh Food,0,Loyal Fresh Food Buyers,0
3793,3,52.34,2864,Fresh Food,0,Loyal Fresh Food Buyers,0
3428,23,134.61,2865,Fresh Food,2,Lost Fresh Food Customers,0
4014,2,12.3,2866,Dairy,0,Loyal Dairy Buyers,0
3739,3,9.4,2867,Fresh Food,0,Loyal Fresh Food Buyers,0
3465,6,31.4,2868,Fresh Food,3,New Fresh Food Customers,0
3419,13,201.7,2869,Dairy,2,Lost Dairy Customers,0
3578,10,119.0,2870,Fresh Food,4,Occasional Fresh Food Buyers,0
3576,15,147.02,2871,Fresh Food,4,Occasional Fresh Food Buyers,0
3651,2,2.1,2872,Fresh Food,0,Loyal Fresh Food Buyers,0
3403,15,200.0,2873,Dairy,2,Lost Dairy Customers,0
3439,9,62.16,2874,Fresh Food,1,Regular Fresh Food Customers,0
3609,9,66.3,2875,Dairy,4,Occasional Dairy Buyers,0
3701,7,126.5,2876,Fresh Food,4,Occasional Fresh Food Buyers,0
3415,6,35.4,2877,Fresh Food,3,New Fresh Food Customers,0
3754,16,154.44,2878,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3607,24,248.11,2879,Dairy,2,Lost Dairy Customers,0
3434,6,21.6,2880,Fresh Food,3,New Fresh Food Customers,0
3464,14,162.5,2881,Dairy,1,Regular Dairy Customers,0
3448,22,210.1,2882,Fresh Food,2,Lost Fresh Food Customers,0
3384,10,61.9,2883,Fresh Food,1,Regular Fresh Food Customers,0
3479,14,119.65,2884,Fresh Food,1,Regular Fresh Food Customers,0
3482,13,131.85,2885,Fresh Food,1,Regular Fresh Food Customers,0
4037,5,32.7,2886,Dairy,0,Loyal Dairy Buyers,0
3743,8,45.15,2887,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3590,11,45.52,2888,Fresh Food,4,Occasional Fresh Food Buyers,0
3415,16,119.99,2889,Fresh Food,1,Regular Fresh Food Customers,0
3426,5,16.4,2890,Beverages,3,New Beverages Customers,0
3678,5,51.8,2891,Fresh Food,0,Loyal Fresh Food Buyers,0
3801,2,17.2,2892,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3378,15,171.03,2893,Fresh Food,2,Lost Fresh Food Customers,0
3583,14,95.0,2894,Dairy,4,Occasional Dairy Buyers,0
3497,16,205.9,2895,Dairy,2,Lost Dairy Customers,0
3684,4,55.8,2897,Dairy,0,Loyal Dairy Buyers,0
3479,13,99.88,2898,Beverages,1,Regular Beverages Customers,0
3636,6,42.4,2899,Fresh Food,0,Loyal Fresh Food Buyers,0
3538,4,62.3,2900,Dairy,3,New Dairy Customers,0
3483,4,51.0,2901,Fresh Food,3,New Fresh Food Customers,0
3483,10,44.7,2902,Fresh Food,3,New Fresh Food Customers,0
3383,4,13.7,2903,Fresh Food,3,New Fresh Food Customers,0
3470,15,82.79,2904,Fresh Food,1,Regular Fresh Food Customers,0
3490,11,191.1,2905,Fresh Food,1,Regular Fresh Food Customers,0
3708,6,63.4,2906,Dairy,0,Loyal Dairy Buyers,0
3446,15,69.6,2907,Fresh Food,1,Regular Fresh Food Customers,0
3420,12,69.6,2908,Fresh Food,1,Regular Fresh Food Customers,0
3511,11,61.05,2909,Dairy,1,Regular Dairy Customers,0
3816,6,48.1,2910,Dairy,0,Loyal Dairy Buyers,0
3971,2,3.7,2911,Fresh Food,0,Loyal Fresh Food Buyers,0
3923,2,20.16,2912,Dairy,0,Loyal Dairy Buyers,0
3788,4,31.75,2913,Fresh Food,0,Loyal Fresh Food Buyers,0
3693,3,13.9,2914,Fresh Food,0,Loyal Fresh Food Buyers,0
3771,2,15.7,2915,Fresh Food,0,Loyal Fresh Food Buyers,0
3565,4,13.0,2916,Fresh Food,3,New Fresh Food Customers,0
3499,6,93.4,2917,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3457,10,106.9,2918,Fresh Food,1,Regular Fresh Food Customers,0
3394,17,110.8,2919,Fresh Food,1,Regular Fresh Food Customers,0
3422,13,75.2,2920,Fresh Food,1,Regular Fresh Food Customers,0
3570,7,38.1,2921,Dairy,0,Loyal Dairy Buyers,0
3496,14,151.55,2922,Beverages,1,Regular Beverages Customers,0
3385,9,69.04,2923,Dairy,1,Regular Dairy Customers,0
3612,10,76.8,2924,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3974,4,24.5,2925,Fresh Food,0,Loyal Fresh Food Buyers,0
3390,12,132.81,2926,Dairy,1,Regular Dairy Customers,0
3385,11,87.2,2927,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3603,9,92.62,2928,Fresh Food,4,Occasional Fresh Food Buyers,0
3547,11,57.6,2929,Household & Hygiene,1,Regular Household & Hygiene Customers,0
3379,6,19.4,2930,Beverages,3,New Beverages Customers,0
3867,2,11.0,2931,Fresh Food,0,Loyal Fresh Food Buyers,0
3606,13,97.0,2932,Dairy,4,Occasional Dairy Buyers,0
3665,9,70.38,2933,Fresh Food,4,Occasional Fresh Food Buyers,0
3423,8,38.66,2934,Dairy,3,New Dairy Customers,0
3656,17,108.04,2935,Dairy,4,Occasional Dairy Buyers,0
3631,6,60.4,2936,Fresh Food,0,Loyal Fresh Food Buyers,0
3434,8,47.3,2937,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3421,17,152.1,2938,Dairy,2,Lost Dairy Customers,0
3502,17,119.9,2939,Fresh Food,2,Lost Fresh Food Customers,0
3641,5,39.4,2940,Dairy,0,Loyal Dairy Buyers,0
3803,6,41.8,2941,Fresh Food,0,Loyal Fresh Food Buyers,0
3530,8,86.0,2942,Fresh Food,4,Occasional Fresh Food Buyers,0
3721,2,3.4,2943,Fresh Food,0,Loyal Fresh Food Buyers,0
3453,14,142.9,2944,Fresh Food,1,Regular Fresh Food Customers,0
3434,12,73.82,2945,Fresh Food,1,Regular Fresh Food Customers,0
3562,4,25.8,2946,Fresh Food,3,New Fresh Food Customers,0
3553,10,156.5,2947,Fresh Food,1,Regular Fresh Food Customers,0
3807,1,1.6,2948,Dairy,0,Loyal Dairy Buyers,0
3386,20,145.05,2949,Fresh Food,2,Lost Fresh Food Customers,0
3451,7,23.0,2950,Beverages,3,New Beverages Customers,0
3520,4,16.6,2951,Dairy,3,New Dairy Customers,0
3585,6,33.7,2952,Dairy,0,Loyal Dairy Buyers,0
3425,6,44.7,2953,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3527,12,57.4,2954,Beverages,1,Regular Beverages Customers,0
3596,12,94.35,2955,Fresh Food,4,Occasional Fresh Food Buyers,0
3379,10,76.9,2956,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3432,14,91.6,2957,Beverages,1,Regular Beverages Customers,0
3381,12,88.2,2958,Fresh Food,1,Regular Fresh Food Customers,0
3453,10,70.3,2960,Fresh Food,1,Regular Fresh Food Customers,0
3391,16,102.35,2961,Fresh Food,1,Regular Fresh Food Customers,0
3721,2,12.6,2962,Fresh Food,0,Loyal Fresh Food Buyers,0
3407,10,148.4,2963,Fresh Food,1,Regular Fresh Food Customers,0
3386,11,149.9,2964,Dairy,1,Regular Dairy Customers,0
3744,9,42.42,2965,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3677,4,32.44,2966,Dairy,0,Loyal Dairy Buyers,0
3614,8,42.65,2967,Dairy,0,Loyal Dairy Buyers,0
3529,12,174.9,2968,Beverages,2,Lost Beverages Customers,0
3555,9,93.5,2969,Fresh Food,4,Occasional Fresh Food Buyers,0
3714,6,37.1,2970,Fresh Food,0,Loyal Fresh Food Buyers,0
3631,5,24.82,2971,Beverages,0,Loyal Beverages Buyers,0
3661,6,59.5,2972,Dairy,0,Loyal Dairy Buyers,0
3616,5,91.2,2973,Dairy,0,Loyal Dairy Buyers,0
4023,3,47.4,2974,Fresh Food,0,Loyal Fresh Food Buyers,0
3449,16,134.45,2975,Fresh Food,1,Regular Fresh Food Customers,0
3378,7,78.99,2976,Fresh Food,3,New Fresh Food Customers,0
3615,9,92.7,2977,Fresh Food,4,Occasional Fresh Food Buyers,0
3397,7,101.9,2978,Fresh Food,1,Regular Fresh Food Customers,0
3613,6,66.8,2979,Fresh Food,0,Loyal Fresh Food Buyers,0
3776,2,4.6,2980,Dairy,0,Loyal Dairy Buyers,0
3426,9,37.8,2981,Dairy,3,New Dairy Customers,0
3482,6,83.9,2982,Fresh Food,3,New Fresh Food Customers,0
3554,13,58.04,2983,Fresh Food,4,Occasional Fresh Food Buyers,0
3771,8,75.9,2984,Beverages,0,Loyal Beverages Buyers,0
3453,6,80.4,2985,Fresh Food,3,New Fresh Food Customers,0
3397,12,97.3,2986,Fresh Food,1,Regular Fresh Food Customers,0
3619,11,45.7,2987,Beverages,4,Occasional Beverages Buyers,0
3534,6,43.1,2988,Dairy,3,New Dairy Customers,0
3454,9,115.26,2989,Fresh Food,1,Regular Fresh Food Customers,0
3516,2,9.4,2990,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3436,13,120.75,2991,Dairy,1,Regular Dairy Customers,0
3489,9,70.2,2992,Fresh Food,1,Regular Fresh Food Customers,0
3737,8,66.0,2993,Fresh Food,0,Loyal Fresh Food Buyers,0
3600,12,84.6,2994,Dairy,4,Occasional Dairy Buyers,0
3526,14,110.7,2995,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
